"Name","Platform","Compiles","CompilesDouble","Uses","UsesDouble","PermutationString"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","0","3","0","Compiling TranslucentTransformGizmoMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","0","36","0","Compiling DefaultLightFunctionMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","0","26","0","Compiling CineMat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSplineMeshes}"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","0","3","0","Compiling M_SimpleUnlitTranslucent: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","0","14","0","Compiling Xray: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","0","3","0","Compiling Main: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Water/Materials/WaterInfo/DrawWaterInfo.DrawWaterInfo","0","6","0","1","26","Compiling DrawWaterInfo: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSplineMeshes}"
"/Water/Materials/Brushes/CanvasDrawing.CanvasDrawing","0","5","0","1","19","Compiling CanvasDrawing: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Additive, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Water/Materials/Brushes/MeshBrush_Width.MeshBrush_Width","0","4","0","1","13","Compiling MeshBrush_Width: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Water/Materials/Brushes/MeshBrush_Weightmap.MeshBrush_Weightmap","0","4","0","1","13","Compiling MeshBrush_Weightmap: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Water/Materials/Brushes/MeshBrush_Angle.MeshBrush_Angle","0","4","0","1","13","Compiling MeshBrush_Angle: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Game/LookoutTower/Materials/Forest/Master/M_Foliage_A.M_Foliage_A","0","109","0","22","1279","Compiling M_Foliage_A: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Subsurface, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=0, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithMeshParticles,bUsedWithStaticLighting,bUsedWithInstancedStaticMeshes}, StaticSwitch'Allow Wind 1 Calculations To Affect Wind 2's Rotation2-1'=False, StaticSwitch'Allow Wind 1 Calculations To Affect Wind 3's Rotation2-1'=False, StaticSwitch'Allow Wind 1 Calculations To Affect Wind 4's Rotation2-1'=False, StaticSwitch'Allow Wind 2 Calculations To Affect Wind 3's Rotation2-1'=False, StaticSwitch'Allow Wind 2 Calculations To Affect Wind 4's Rotation2-1'=False, StaticSwitch'Animate Level 12-1'=True, StaticSwitch'Animate Level 1 Normals2-1'=True, StaticSwitch'Animate Level 22-1'=True, StaticSwitch'Animate Level 2 Normals2-1'=True, StaticSwitch'Animate Level 32-1'=True, StaticSwitch'Animate Level 3 Normals2-1'=True, StaticSwitch'Animate Level 42-1'=False, StaticSwitch'Animate Level 4 Normals2-1'=True, StaticSwitch'Expose Previous Frame Time2-1'=False, StaticSwitch'Manually Control Pivot Painter 2 Foliage Animation Time2-1'=False, StaticSwitch'Normal_Correction2-1'=True, StaticSwitch'SubS-Mask2-1'=True"
"/Game/LookoutTower/Materials/Forest/Master/M_Foliage_A.M_Foliage_A","0","109","0","4","1763","Compiling M_Foliage_A: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Subsurface, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=0, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithMeshParticles,bUsedWithStaticLighting,bUsedWithInstancedStaticMeshes}, StaticSwitch'Allow Wind 1 Calculations To Affect Wind 2's Rotation2-1'=False, StaticSwitch'Allow Wind 1 Calculations To Affect Wind 3's Rotation2-1'=False, StaticSwitch'Allow Wind 1 Calculations To Affect Wind 4's Rotation2-1'=False, StaticSwitch'Allow Wind 2 Calculations To Affect Wind 3's Rotation2-1'=False, StaticSwitch'Allow Wind 2 Calculations To Affect Wind 4's Rotation2-1'=False, StaticSwitch'Animate Level 12-1'=False, StaticSwitch'Animate Level 1 Normals2-1'=False, StaticSwitch'Animate Level 22-1'=False, StaticSwitch'Animate Level 2 Normals2-1'=False, StaticSwitch'Animate Level 32-1'=False, StaticSwitch'Animate Level 3 Normals2-1'=False, StaticSwitch'Animate Level 42-1'=False, StaticSwitch'Animate Level 4 Normals2-1'=False, StaticSwitch'Expose Previous Frame Time2-1'=False, StaticSwitch'Manually Control Pivot Painter 2 Foliage Animation Time2-1'=False, StaticSwitch'Normal_Correction2-1'=True, StaticSwitch'SubS-Mask2-1'=False"
"/Game/LookoutTower/Materials/Forest/Master/M_Foliage_A.M_Foliage_A","0","109","109","5","3453","Compiling M_Foliage_A: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Subsurface, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=0, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithMeshParticles,bUsedWithStaticLighting,bUsedWithInstancedStaticMeshes}, StaticSwitch'Allow Wind 1 Calculations To Affect Wind 2's Rotation2-1'=False, StaticSwitch'Allow Wind 1 Calculations To Affect Wind 3's Rotation2-1'=False, StaticSwitch'Allow Wind 1 Calculations To Affect Wind 4's Rotation2-1'=False, StaticSwitch'Allow Wind 2 Calculations To Affect Wind 3's Rotation2-1'=False, StaticSwitch'Allow Wind 2 Calculations To Affect Wind 4's Rotation2-1'=False, StaticSwitch'Animate Level 12-1'=False, StaticSwitch'Animate Level 1 Normals2-1'=False, StaticSwitch'Animate Level 22-1'=False, StaticSwitch'Animate Level 2 Normals2-1'=False, StaticSwitch'Animate Level 32-1'=False, StaticSwitch'Animate Level 3 Normals2-1'=False, StaticSwitch'Animate Level 42-1'=False, StaticSwitch'Animate Level 4 Normals2-1'=False, StaticSwitch'Expose Previous Frame Time2-1'=False, StaticSwitch'Manually Control Pivot Painter 2 Foliage Animation Time2-1'=False, StaticSwitch'Normal_Correction2-1'=True, StaticSwitch'SubS-Mask2-1'=True"
"/Game/LookoutTower/Materials/Forest/Master/M_Foliage_A.M_Foliage_A","0","109","0","1","2667","Compiling M_Foliage_A: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Subsurface, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=0, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithMeshParticles,bUsedWithStaticLighting,bUsedWithInstancedStaticMeshes}, StaticSwitch'Allow Wind 1 Calculations To Affect Wind 2's Rotation2-1'=False, StaticSwitch'Allow Wind 1 Calculations To Affect Wind 3's Rotation2-1'=False, StaticSwitch'Allow Wind 1 Calculations To Affect Wind 4's Rotation2-1'=False, StaticSwitch'Allow Wind 2 Calculations To Affect Wind 3's Rotation2-1'=False, StaticSwitch'Allow Wind 2 Calculations To Affect Wind 4's Rotation2-1'=False, StaticSwitch'Animate Level 12-1'=True, StaticSwitch'Animate Level 1 Normals2-1'=True, StaticSwitch'Animate Level 22-1'=False, StaticSwitch'Animate Level 2 Normals2-1'=True, StaticSwitch'Animate Level 32-1'=False, StaticSwitch'Animate Level 3 Normals2-1'=True, StaticSwitch'Animate Level 42-1'=False, StaticSwitch'Animate Level 4 Normals2-1'=True, StaticSwitch'Expose Previous Frame Time2-1'=False, StaticSwitch'Manually Control Pivot Painter 2 Foliage Animation Time2-1'=False, StaticSwitch'Normal_Correction2-1'=False, StaticSwitch'SubS-Mask2-1'=False"
"/Game/LookoutTower/Materials/Forest/Master/M_Foliage_A.M_Foliage_A","0","109","0","3","1881","Compiling M_Foliage_A: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Subsurface, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=0, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithMeshParticles,bUsedWithStaticLighting,bUsedWithInstancedStaticMeshes}, StaticSwitch'Allow Wind 1 Calculations To Affect Wind 2's Rotation2-1'=False, StaticSwitch'Allow Wind 1 Calculations To Affect Wind 3's Rotation2-1'=False, StaticSwitch'Allow Wind 1 Calculations To Affect Wind 4's Rotation2-1'=False, StaticSwitch'Allow Wind 2 Calculations To Affect Wind 3's Rotation2-1'=False, StaticSwitch'Allow Wind 2 Calculations To Affect Wind 4's Rotation2-1'=False, StaticSwitch'Animate Level 12-1'=True, StaticSwitch'Animate Level 1 Normals2-1'=True, StaticSwitch'Animate Level 22-1'=True, StaticSwitch'Animate Level 2 Normals2-1'=True, StaticSwitch'Animate Level 32-1'=True, StaticSwitch'Animate Level 3 Normals2-1'=True, StaticSwitch'Animate Level 42-1'=False, StaticSwitch'Animate Level 4 Normals2-1'=True, StaticSwitch'Expose Previous Frame Time2-1'=False, StaticSwitch'Manually Control Pivot Painter 2 Foliage Animation Time2-1'=False, StaticSwitch'Normal_Correction2-1'=False, StaticSwitch'SubS-Mask2-1'=False"
"/Landmass/DistanceFields/Materials/JumpFloodStep.JumpFloodStep","0","3","0","1","8","Compiling JumpFloodStep: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_AlphaComposite, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Game/LookoutTower/Materials/Forest/Master/M_Small_Rock.M_Small_Rock","0","46","0","1","478","Compiling M_Small_Rock: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting,bUsedWithInstancedStaticMeshes}, StaticMask'MaskChannel2-1'=R"
"/Water/Materials/Brushes/CompositeWaterBodyTexture.CompositeWaterBodyTexture","0","3","0","1","8","Compiling CompositeWaterBodyTexture: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_AlphaComposite, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Water/Materials/Brushes/MeshBrush_Island.MeshBrush_Island","0","4","0","1","13","Compiling MeshBrush_Island: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Landmass/Landscape/BlueprintBrushes/Materials/CacheDistanceField.CacheDistanceField","0","3","0","1","8","Compiling CacheDistanceField: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_AlphaComposite, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Game/LookoutTower/Materials/Forest/Master/M_Bark.M_Bark","0","58","0","5","854","Compiling M_Bark: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=0, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={bUsedWithInstancedStaticMeshes}, StaticSwitch'Allow Wind 1 Calculations To Affect Wind 2's Rotation2-1'=False, StaticSwitch'Allow Wind 1 Calculations To Affect Wind 3's Rotation2-1'=False, StaticSwitch'Allow Wind 1 Calculations To Affect Wind 4's Rotation2-1'=False, StaticSwitch'Allow Wind 2 Calculations To Affect Wind 3's Rotation2-1'=False, StaticSwitch'Allow Wind 2 Calculations To Affect Wind 4's Rotation2-1'=False, StaticSwitch'Animate Level 12-1'=True, StaticSwitch'Animate Level 1 Normals2-1'=True, StaticSwitch'Animate Level 22-1'=True, StaticSwitch'Animate Level 2 Normals2-1'=True, StaticSwitch'Animate Level 32-1'=True, StaticSwitch'Animate Level 3 Normals2-1'=True, StaticSwitch'Animate Level 42-1'=False, StaticSwitch'Animate Level 4 Normals2-1'=True, StaticSwitch'Expose Previous Frame Time2-1'=False, StaticSwitch'Manually Control Pivot Painter 2 Foliage Animation Time2-1'=False"
"/Game/LookoutTower/Materials/Forest/Master/M_Bark.M_Bark","0","58","0","1","942","Compiling M_Bark: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=0, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={bUsedWithInstancedStaticMeshes}, StaticSwitch'Allow Wind 1 Calculations To Affect Wind 2's Rotation2-1'=False, StaticSwitch'Allow Wind 1 Calculations To Affect Wind 3's Rotation2-1'=False, StaticSwitch'Allow Wind 1 Calculations To Affect Wind 4's Rotation2-1'=False, StaticSwitch'Allow Wind 2 Calculations To Affect Wind 3's Rotation2-1'=False, StaticSwitch'Allow Wind 2 Calculations To Affect Wind 4's Rotation2-1'=False, StaticSwitch'Animate Level 12-1'=False, StaticSwitch'Animate Level 1 Normals2-1'=False, StaticSwitch'Animate Level 22-1'=False, StaticSwitch'Animate Level 2 Normals2-1'=False, StaticSwitch'Animate Level 32-1'=False, StaticSwitch'Animate Level 3 Normals2-1'=False, StaticSwitch'Animate Level 42-1'=False, StaticSwitch'Animate Level 4 Normals2-1'=False, StaticSwitch'Expose Previous Frame Time2-1'=False, StaticSwitch'Manually Control Pivot Painter 2 Foliage Animation Time2-1'=False"
"/Water/Materials/WaterSurface/Water_Material.Water_Material","0","105","0","2","1824","Compiling Water_Material: Platform=PCD3D_SM5, Usage=LightingModel=MSM_SingleLayerWater, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithSplineMeshes,bUsedWithInstancedStaticMeshes,bUsedWithWater}, StaticSwitch'Caustics2-1'=False, StaticSwitch'Caustics Use Manual Water Body Index2-1'=False, StaticSwitch'Enable Lake Transition2-1'=False, StaticSwitch'Enable Ocean Foam2-1'=False, StaticSwitch'Enable Ocean Transition2-1'=False, StaticSwitch'Enable River2-1'=False, StaticSwitch'Enable Water VS Mapping2-1'=True, StaticSwitch'Enable Waves2-1'=True, StaticSwitch'Fluidsim Use Custom DistanceField2-1'=False, StaticSwitch'Show FluidSim Debug Bounds2-1'=False, StaticSwitch'UseFixedVelocity2-1'=False, StaticSwitch'UseFixedWaterDepth2-1'=False, StaticSwitch'UseFixedZ2-1'=False, StaticSwitch'UseScalarWaterBodyIndex2-1'=False, StaticSwitch'UseWaterInfoTexture2-1'=True"
"/Water/Materials/WaterSurface/Water_Material.Water_Material","0","105","0","2","2379","Compiling Water_Material: Platform=PCD3D_SM5, Usage=LightingModel=MSM_SingleLayerWater, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithSplineMeshes,bUsedWithInstancedStaticMeshes,bUsedWithWater}, StaticSwitch'Caustics2-1'=False, StaticSwitch'Caustics Use Manual Water Body Index2-1'=False, StaticSwitch'Enable Lake Transition2-1'=False, StaticSwitch'Enable Ocean Foam2-1'=False, StaticSwitch'Enable Ocean Transition2-1'=False, StaticSwitch'Enable River2-1'=True, StaticSwitch'Enable Water VS Mapping2-1'=True, StaticSwitch'Enable Waves2-1'=False, StaticSwitch'Fluidsim Use Custom DistanceField2-1'=False, StaticSwitch'Show FluidSim Debug Bounds2-1'=False, StaticSwitch'UseFixedVelocity2-1'=False, StaticSwitch'UseFixedWaterDepth2-1'=False, StaticSwitch'UseFixedZ2-1'=False, StaticSwitch'UseScalarWaterBodyIndex2-1'=False, StaticSwitch'UseWaterInfoTexture2-1'=True"
"/Water/Materials/WaterSurface/Water_Material.Water_Material","0","105","0","1","1899","Compiling Water_Material: Platform=PCD3D_SM5, Usage=LightingModel=MSM_SingleLayerWater, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithSplineMeshes,bUsedWithInstancedStaticMeshes,bUsedWithWater}, StaticSwitch'Caustics2-1'=False, StaticSwitch'Caustics Use Manual Water Body Index2-1'=False, StaticSwitch'Enable Lake Transition2-1'=True, StaticSwitch'Enable Ocean Foam2-1'=False, StaticSwitch'Enable Ocean Transition2-1'=False, StaticSwitch'Enable River2-1'=True, StaticSwitch'Enable Water VS Mapping2-1'=True, StaticSwitch'Enable Waves2-1'=False, StaticSwitch'Fluidsim Use Custom DistanceField2-1'=False, StaticSwitch'Show FluidSim Debug Bounds2-1'=False, StaticSwitch'UseFixedVelocity2-1'=False, StaticSwitch'UseFixedWaterDepth2-1'=False, StaticSwitch'UseFixedZ2-1'=False, StaticSwitch'UseScalarWaterBodyIndex2-1'=False, StaticSwitch'UseWaterInfoTexture2-1'=True"
"/Water/Materials/WaterSurface/Water_Material.Water_Material","0","105","0","1","1965","Compiling Water_Material: Platform=PCD3D_SM5, Usage=LightingModel=MSM_SingleLayerWater, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithSplineMeshes,bUsedWithInstancedStaticMeshes,bUsedWithWater}, StaticSwitch'Caustics2-1'=False, StaticSwitch'Caustics Use Manual Water Body Index2-1'=False, StaticSwitch'Enable Lake Transition2-1'=False, StaticSwitch'Enable Ocean Foam2-1'=True, StaticSwitch'Enable Ocean Transition2-1'=True, StaticSwitch'Enable River2-1'=True, StaticSwitch'Enable Water VS Mapping2-1'=True, StaticSwitch'Enable Waves2-1'=False, StaticSwitch'Fluidsim Use Custom DistanceField2-1'=False, StaticSwitch'Show FluidSim Debug Bounds2-1'=False, StaticSwitch'UseFixedVelocity2-1'=False, StaticSwitch'UseFixedWaterDepth2-1'=False, StaticSwitch'UseFixedZ2-1'=False, StaticSwitch'UseScalarWaterBodyIndex2-1'=False, StaticSwitch'UseWaterInfoTexture2-1'=True"
"/Game/LookoutTower/Materials/Forest/Water/M_Water_Material.M_Water_Material","0","105","0","2","1828","Compiling M_Water_Material: Platform=PCD3D_SM5, Usage=LightingModel=MSM_SingleLayerWater, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithSplineMeshes,bUsedWithInstancedStaticMeshes,bUsedWithWater}, StaticSwitch'Caustics2-1'=False, StaticSwitch'Caustics Use Manual Water Body Index2-1'=False, StaticSwitch'Enable Lake Transition2-1'=False, StaticSwitch'Enable Ocean Foam2-1'=False, StaticSwitch'Enable Ocean Transition2-1'=False, StaticSwitch'Enable River2-1'=False, StaticSwitch'Enable Water VS Mapping2-1'=True, StaticSwitch'Enable Waves2-1'=True, StaticSwitch'Fluidsim Use Custom DistanceField2-1'=False, StaticSwitch'Show FluidSim Debug Bounds2-1'=False, StaticSwitch'UseFixedVelocity2-1'=False, StaticSwitch'UseFixedWaterDepth2-1'=False, StaticSwitch'UseFixedZ2-1'=False, StaticSwitch'UseScalarWaterBodyIndex2-1'=False, StaticSwitch'UseWaterInfoTexture2-1'=True"
"/Game/LookoutTower/Materials/Forest/Water/M_Water_Material.M_Water_Material","0","105","0","1","2677","Compiling M_Water_Material: Platform=PCD3D_SM5, Usage=LightingModel=MSM_SingleLayerWater, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithSplineMeshes,bUsedWithInstancedStaticMeshes,bUsedWithWater}, StaticSwitch'Caustics2-1'=False, StaticSwitch'Caustics Use Manual Water Body Index2-1'=False, StaticSwitch'Enable Lake Transition2-1'=False, StaticSwitch'Enable Ocean Foam2-1'=False, StaticSwitch'Enable Ocean Transition2-1'=False, StaticSwitch'Enable River2-1'=True, StaticSwitch'Enable Water VS Mapping2-1'=True, StaticSwitch'Enable Waves2-1'=False, StaticSwitch'Fluidsim Use Custom DistanceField2-1'=False, StaticSwitch'Show FluidSim Debug Bounds2-1'=False, StaticSwitch'UseFixedVelocity2-1'=False, StaticSwitch'UseFixedWaterDepth2-1'=False, StaticSwitch'UseFixedZ2-1'=False, StaticSwitch'UseScalarWaterBodyIndex2-1'=False, StaticSwitch'UseWaterInfoTexture2-1'=True"
"/Game/Res/3DObjects/Elevator/OutsidePanel.OutsidePanel","0","14","0","1","69","Compiling OutsidePanel: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
