"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Water/Materials/WaterInfo/DrawWaterInfo.DrawWaterInfo","0","6","1","1","35.027828","0","26"
"/Water/Materials/Brushes/CanvasDrawing.CanvasDrawing","0","5","1","1","2.830326","0","19"
"/Water/Materials/Brushes/MeshBrush_Width.MeshBrush_Width","0","4","1","1","3.088392","0","13"
"/Water/Materials/Brushes/MeshBrush_Weightmap.MeshBrush_Weightmap","0","4","1","1","2.582344","0","13"
"/Water/Materials/Brushes/MeshBrush_Angle.MeshBrush_Angle","0","4","1","1","3.183821","0","13"
"/Game/LookoutTower/Materials/Forest/Master/M_Foliage_A.M_Foliage_A","0","545","35","5","1200.681396","109","11043"
"/Landmass/DistanceFields/Materials/JumpFloodStep.JumpFloodStep","0","3","1","1","2.582463","0","8"
"/Game/LookoutTower/Materials/Forest/Master/M_Small_Rock.M_Small_Rock","0","46","1","1","55.352188","0","478"
"/Water/Materials/Brushes/CompositeWaterBodyTexture.CompositeWaterBodyTexture","0","3","1","1","2.412353","0","8"
"/Water/Materials/Brushes/MeshBrush_Island.MeshBrush_Island","0","4","1","1","3.135527","0","13"
"/Landmass/Landscape/BlueprintBrushes/Materials/CacheDistanceField.CacheDistanceField","0","3","1","1","2.154718","0","8"
"/Game/LookoutTower/Materials/Forest/Master/M_Bark.M_Bark","0","116","6","2","184.990814","0","1796"
"/Water/Materials/WaterSurface/Water_Material.Water_Material","0","420","6","4","2597.965088","0","8067"
"/Game/LookoutTower/Materials/Forest/Water/M_Water_Material.M_Water_Material","0","210","3","2","987.113770","0","4505"
"/Game/Res/3DObjects/Elevator/OutsidePanel.OutsidePanel","0","14","1","1","14.497078","0","69"
"/Water/Materials/PostProcessing/M_UnderWater_PostProcess_Volume.M_UnderWater_PostProcess_Volume","0","14","1","1","10.440619","0","113"
"/Game/LookoutTower/Materials/Forest/Master/M_Landscape_01.M_Landscape_01","0","748","14","7","643.968445","0","12755"
"/Game/Res/Material/M_Outline.M_Outline","0","17","1","1","13.349168","0","144"
"/Game/LookoutTower/Materials/Forest/Master/M_Foliage_A2.M_Foliage_A2","0","109","4","1","225.648010","109","3393"
"/CommonUI/VideoPlayerMaterial.VideoPlayerMaterial","0","9","1","1","2.969425","0","41"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","70","2","0.000000","0","1260"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","5","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","9","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","50","2","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","9","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","58","6","0.000000","0","3"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","87","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","127","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","31","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","36","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","68","1","0.000000","0","0"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","0","10","1","0.000000","0","0"
"/Bridge/MSPresets/M_MS_Surface_Material/M_MS_Surface_Material.M_MS_Surface_Material","0","0","14","1","0.000000","0","0"
"/Interchange/gltf/M_Unlit.M_Unlit","0","0","66","6","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","62","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","88","1","0.000000","0","0"
"/Interchange/gltf/M_Transmission.M_Transmission","0","0","50","2","0.000000","0","0"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","0","140","6","0.000000","0","0"
"/Interchange/gltf/M_Sheen.M_Sheen","0","0","140","6","0.000000","0","0"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","0","0","140","6","0.000000","0","0"
"/Interchange/gltf/M_Default.M_Default","0","0","140","6","0.000000","0","0"
"/Game/Res/3DObjects/Wendigo/Materials/Skin2_white/M_Wendigo_Skin2_white_body.M_Wendigo_Skin2_white_body","0","26","1","1","23.083509","0","227"
"/Game/StorePropsCollection/StaticMeshes/CleaningAssets/Materials/M_CleaningAssets.M_CleaningAssets","0","23","1","1","21.014952","0","192"
"/Game/Res/3DObjects/Wendigo/Materials/Skin2_white/M_Wendigo_Skin2_white_fur.M_Wendigo_Skin2_white_fur","0","54","1","1","49.623062","0","714"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","0","0","40","1","0.000000","0","14"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","0","4","1","0.000000","0","0"
"/Game/StorePropsCollection/Materials/MasterMaterials/M_SimpleMasterMaterial.M_SimpleMasterMaterial","0","14","1","1","13.672353","0","65"
"/Game/StorePropsCollection/StaticMeshes/OfficeSmallProps/Materials/M_SmallAssets.M_SmallAssets","0","42","2","1","39.187344","0","387"
"/Game/Res/Material/backpack_strap.backpack_strap","0","14","1","1","13.462901","0","67"
"/Game/Res/Material/backpack1.backpack1","0","14","1","1","0.000000","0","67"
"/Game/Res/Material/Body.Body","0","14","1","1","0.000000","0","67"
"/Game/Res/Material/Light.Light","0","14","1","1","0.000000","0","67"
"/Game/Res/Material/Black.Black","0","14","1","1","0.000000","0","67"
"/Game/Res/Material/Glass.Glass","0","14","1","1","0.000000","0","67"
"/Game/Res/Material/Reflactor.Reflactor","0","14","1","1","0.000000","0","67"
"/Game/Res/Material/B_Orange.B_Orange","0","14","1","1","0.000000","0","73"
"/Game/Res/Material/Body_001.Body_001","0","14","1","1","0.000000","0","67"
"/Game/Res/Material/KeyHolder/Material_003.Material_003","0","14","1","1","0.000000","0","67"
"/Game/Res/Material/KeyHolder/Material_002.Material_002","0","14","1","1","0.000000","0","67"
"/Game/Res/Material/KeyHolder/Material_001.Material_001","0","14","1","1","0.000000","0","67"
"/Game/Res/Material/KeyHolder/Material_004.Material_004","0","14","1","1","0.000000","0","67"
"/Game/StorePropsCollection/StaticMeshes/Doors2/Materials/M_Doors2.M_Doors2","0","42","1","1","38.335258","0","387"
"/Game/StorePropsCollection/StaticMeshes/GasCylinders/Materials/M_GasCylinders.M_GasCylinders","0","23","1","1","22.396629","0","239"
"/Game/StorePropsCollection/StaticMeshes/OfficePapers/Materials/M_OfficePapers.M_OfficePapers","0","42","1","1","38.404297","0","438"
"/Game/Res/Material/BloodSigns/M_DontLookBack.M_DontLookBack","0","18","1","1","21.317476","0","84"
"/Game/Res/Material/M_HighLight.M_HighLight","0","4","1","1","2.023088","0","13"
"/Game/StorePropsCollection/StaticMeshes/WarehouseAssets/Materials/M_WarehouseAssets.M_WarehouseAssets","0","23","1","1","22.120235","0","173"
"/Game/StorePropsCollection/StaticMeshes/EengineeringCommunications1/Materials/M_EengineeringCommunications_1.M_EengineeringCommunications_1","0","35","1","1","33.007923","0","339"
"/Game/StorePropsCollection/Materials/Wire/M_Wire.M_Wire","0","14","1","1","12.423386","0","78"
"/Game/StorePropsCollection/Materials/PcMonitor/M_PcMonitorOff.M_PcMonitorOff","0","14","1","1","12.823354","0","89"
"/Game/StorePropsCollection/StaticMeshes/KitchenFurniture/Materials/M_KitchenFurniture.M_KitchenFurniture","0","23","1","1","22.456203","0","210"
"/Game/StorePropsCollection/StaticMeshes/OfficeKitchen/Materials/M_OfficeKitchen.M_OfficeKitchen","0","23","1","1","22.209507","0","174"
"/Game/StorePropsCollection/StaticMeshes/OfficeMediumProps/Materials/M_MediumAssets.M_MediumAssets","0","23","1","1","22.439615","0","193"
"/Game/StorePropsCollection/Materials/MasterMaterials/M_SimpleEmissionMasterMaterial.M_SimpleEmissionMasterMaterial","0","23","1","1","21.690392","0","191"
"/Game/StorePropsCollection/StaticMeshes/StoreShelvings2/Materials/M_StoreShelvings_2.M_StoreShelvings_2","0","42","4","1","36.719715","0","532"
"/Game/StorePropsCollection/StaticMeshes/MarketAssets/M_MarketAssets.M_MarketAssets","0","23","1","1","22.644625","0","152"
"/Game/Res/Material/Monitor/M_ProjectorEmission.M_ProjectorEmission","0","23","1","1","22.914394","0","155"
"/Game/StorePropsCollection/StaticMeshes/RestroomAssets/Materials/M_RestroomAssets_2.M_RestroomAssets_2","0","23","1","1","22.637711","0","176"
"/Game/StorePropsCollection/Materials/Mirror/M_Mirror.M_Mirror","0","14","1","1","13.888305","0","85"
"/Game/StorePropsCollection/Materials/PcMonitor/M_PcMonitor.M_PcMonitor","0","4","1","1","3.101438","0","10"
"/Game/StorePropsCollection/Materials/Glass/M_Glass.M_Glass","0","35","1","1","395.226410","0","208"
"/Game/Res/Material/RoomSign/M_RoomSign.M_RoomSign","0","18","3","1","24.458057","0","93"
"/Game/Res/Material/Acient_Statue_Vray.Acient_Statue_Vray","0","14","1","1","14.325022","0","58"
"/Game/StorePropsCollection/StaticMeshes/StoreShelvings1/Materials/M_StoreShelvings.M_StoreShelvings","0","23","1","1","24.565111","0","126"
"/Game/StorePropsCollection/StaticMeshes/Plants/Materials/M_Pots.M_Pots","0","23","5","1","24.740086","0","125"
"/Game/StorePropsCollection/StaticMeshes/Plants/Materials/M_Plants.M_Plants","0","42","36","1","41.006889","0","129"
"/Game/StorePropsCollection/Materials/Plywood/M_Plywood.M_Plywood","0","35","14","1","32.084248","0","148"
"/Game/StorePropsCollection/StaticMeshes/OfficeFurniture/Materials/M_SecurityRoom.M_SecurityRoom","0","23","13","1","0.000000","0","87"
"/Landmass/DistanceFields/Materials/BlurEdges.BlurEdges","0","3","3","1","2.405529","0","3"
"/Game/Res/3DObjects/Elevator/Cement.Cement","0","14","1","1","13.739063","0","79"
"/Game/Res/3DObjects/Elevator/Darkwood.Darkwood","0","14","1","1","13.993902","0","60"
"/Game/Res/3DObjects/Elevator/OutSideButton.OutSideButton","0","14","5","1","13.974357","0","73"
"/Game/LookoutTower/Materials/Forest/Master/M_Standart_Master.M_Standart_Master","0","46","6","1","49.025810","0","336"
"/Game/Res/3DObjects/Keypad/KeypadDoorLock1.KeypadDoorLock1","0","14","1","1","13.707106","0","59"
"/Game/StorePropsCollection/StaticMeshes/EengineeringCommunications2/Materials/M_EengineeringCommunications_2.M_EengineeringCommunications_2","0","23","2","1","23.363190","0","85"
"/Game/Res/3DObjects/Elevator/Concrete.Concrete","0","14","3","1","14.034685","0","40"
"/Game/Res/3DObjects/Elevator/Marble.Marble","0","14","6","1","14.051698","0","49"
"/Game/Res/3DObjects/Elevator/InsideButtons.InsideButtons","0","14","3","1","0.000000","0","40"
"/Game/Res/3DObjects/Elevator/Concrete_001.Concrete_001","0","14","3","1","0.000000","0","40"
"/Game/Res/Material/Material_001.Material_001","0","14","3","1","0.000000","0","47"
"/Landmass/DistanceFields/Materials/DetectEdges.DetectEdges","0","3","3","1","3.451118","0","3"
"/Game/StorePropsCollection/Materials/Personalized/M_Note.M_Note","0","14","3","1","0.000000","0","40"
"/Landmass/Landscape/BlueprintBrushes/Materials/RenderSplineDepths.RenderSplineDepths","0","6","6","1","4.797524","0","8"
"/Game/StorePropsCollection/StaticMeshes/Doors1/Materials/M_Doors1.M_Doors1","0","23","5","1","21.147581","0","110"
"/Game/LookoutTower/Materials/Forest/Master/M_Side_RockMaster.M_Side_RockMaster","0","46","20","1","47.283115","0","215"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","704","11","1","621.524353","0","15527"
"Globals","49","2","0","1","0.000000","0","0"
"/Water/Materials/WaterInfo/DrawWaterInfo.DrawWaterInfo","49","6","2","1","15.528315","0","24"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","0","8","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","0","4","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","0","20","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","0","31","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","0","3","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","0","8","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","0","5","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","0","16","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","0","9","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","0","3","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","0","44","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","0","26","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","0","3","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","49","0","3","1","0.000000","0","0"
"/Water/Materials/Brushes/CanvasDrawing.CanvasDrawing","49","5","1","1","6.096870","0","19"
"/Game/Res/3DObjects/Elevator/OutsidePanel.OutsidePanel","49","14","1","1","23.255018","0","80"
"/Game/Res/Material/M_Outline.M_Outline","49","19","3","1","18.179739","0","193"
"/CommonUI/VideoPlayerMaterial.VideoPlayerMaterial","49","9","1","1","3.859039","0","45"
"/Landmass/DistanceFields/Materials/JumpFloodStep.JumpFloodStep","49","3","1","1","2.347912","0","8"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","869","1","1","529.930176","0","179275"
"/Landmass/DistanceFields/Materials/BlurEdges.BlurEdges","49","3","1","1","1.520396","0","8"
"/Landmass/DistanceFields/Materials/DetectEdges.DetectEdges","49","3","1","1","2.460069","0","8"
"/Landmass/Landscape/BlueprintBrushes/Materials/RenderSplineDepths.RenderSplineDepths","49","6","1","1","4.149504","0","26"
"/Game/StorePropsCollection/StaticMeshes/Doors1/Materials/M_Doors1.M_Doors1","49","23","1","1","13.959853","0","277"
"/Game/LookoutTower/Materials/Forest/Master/M_Side_RockMaster.M_Side_RockMaster","49","61","1","1","66.621017","0","1360"
"/Game/Res/3DObjects/Keypad/KeypadDoorLock1.KeypadDoorLock1","49","14","1","1","8.773046","0","93"
"/Game/StorePropsCollection/StaticMeshes/EengineeringCommunications2/Materials/M_EengineeringCommunications_2.M_EengineeringCommunications_2","49","23","1","1","13.961261","0","236"
"/Game/Res/3DObjects/Elevator/Concrete.Concrete","49","14","1","1","8.315742","0","99"
"/Game/Res/3DObjects/Elevator/Cement.Cement","49","14","1","1","8.327609","0","106"
"/Game/Res/3DObjects/Elevator/Darkwood.Darkwood","49","14","1","1","8.446683","0","105"
"/Game/Res/3DObjects/Elevator/Marble.Marble","49","14","1","1","9.304356","0","106"
"/Game/Res/3DObjects/Elevator/InsideButtons.InsideButtons","49","14","1","1","0.000000","0","109"
"/Game/Res/3DObjects/Elevator/OutSideButton.OutSideButton","49","14","1","1","8.208668","0","113"
"/Game/Res/3DObjects/Elevator/Concrete_001.Concrete_001","49","14","1","1","0.000000","0","109"
"/Game/LookoutTower/Materials/Forest/Master/M_Standart_Master.M_Standart_Master","49","46","1","1","30.744040","0","804"
"/Game/LookoutTower/Materials/Forest/Master/M_Foliage_A2.M_Foliage_A2","49","115","1","1","225.138184","115","5586"
"/Game/StorePropsCollection/StaticMeshes/OfficeFurniture/Materials/M_SecurityRoom.M_SecurityRoom","49","23","1","1","19.026152","0","187"
"/Game/StorePropsCollection/StaticMeshes/CleaningAssets/Materials/M_CleaningAssets.M_CleaningAssets","49","23","1","1","21.132536","0","193"
"/Game/Res/3DObjects/Wendigo/Materials/Skin2_white/M_Wendigo_Skin2_white_fur.M_Wendigo_Skin2_white_fur","49","58","2","1","41.762051","0","719"
"/Game/Res/3DObjects/Wendigo/Materials/Skin2_white/M_Wendigo_Skin2_white_body.M_Wendigo_Skin2_white_body","49","26","1","1","24.410709","0","263"
"/Game/LookoutTower/Materials/Forest/Master/M_Small_Rock.M_Small_Rock","49","46","21","1","70.703430","0","511"
"/Water/Materials/Brushes/MeshBrush_Width.MeshBrush_Width","49","4","1","1","1.744073","0","13"
"/Water/Materials/Brushes/MeshBrush_Weightmap.MeshBrush_Weightmap","49","4","1","1","1.770513","0","13"
"/Water/Materials/Brushes/MeshBrush_Angle.MeshBrush_Angle","49","4","1","1","1.867288","0","11"
"/Water/Materials/Brushes/CompositeWaterBodyTexture.CompositeWaterBodyTexture","49","3","1","1","1.349482","0","8"
"/Water/Materials/Brushes/MeshBrush_Island.MeshBrush_Island","49","4","1","1","1.789418","0","13"
"/Landmass/Landscape/BlueprintBrushes/Materials/CacheDistanceField.CacheDistanceField","49","3","1","1","1.473012","0","8"
"/Water/Materials/PostProcessing/M_UnderWater_PostProcess_Volume.M_UnderWater_PostProcess_Volume","49","14","1","1","7.324867","0","94"
"/Game/LookoutTower/Materials/Forest/Master/M_Foliage_A.M_Foliage_A","49","575","9","5","699.205627","115","10757"
"/Game/LookoutTower/Materials/Forest/Master/M_Bark.M_Bark","49","124","2","2","96.635643","0","1529"
"/Water/Materials/WaterSurface/Water_Material.Water_Material","49","420","6","4","1041.036255","0","7370"
"/Game/LookoutTower/Materials/Forest/Water/M_Water_Material.M_Water_Material","49","210","4","2","594.165100","0","6517"
"/Game/LookoutTower/Materials/Forest/Master/M_Landscape_01.M_Landscape_01","49","786","17","7","386.806702","0","17319"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","0","100","2","0.000000","0","1800"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","0","50","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","0","50","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","0","5","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","49","0","9","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","0","54","2","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","0","9","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","0","62","6","0.000000","0","3"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","0","87","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","0","127","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","0","33","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","0","44","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","0","68","1","0.000000","0","0"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","49","0","10","1","0.000000","0","0"
"/Bridge/MSPresets/M_MS_Surface_Material/M_MS_Surface_Material.M_MS_Surface_Material","49","0","14","1","0.000000","0","0"
"/Interchange/gltf/M_Unlit.M_Unlit","49","0","70","6","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","0","66","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","0","92","1","0.000000","0","0"
"/Interchange/gltf/M_Transmission.M_Transmission","49","0","50","2","0.000000","0","0"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","49","0","144","6","0.000000","0","0"
"/Interchange/gltf/M_Sheen.M_Sheen","49","0","144","6","0.000000","0","0"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","49","0","144","6","0.000000","0","0"
"/Interchange/gltf/M_Default.M_Default","49","0","144","6","0.000000","0","0"
"/Game/StorePropsCollection/Materials/Glass/M_Glass.M_Glass","49","35","1","1","109.416740","0","262"
"/Game/Res/Material/Acient_Statue_Vray.Acient_Statue_Vray","49","14","1","1","8.672534","0","107"
"/Game/Res/Material/M_HighLight.M_HighLight","49","4","1","1","1.942460","0","13"
"/Game/StorePropsCollection/StaticMeshes/GasCylinders/Materials/M_GasCylinders.M_GasCylinders","49","23","1","1","14.465663","0","182"
"/Game/Res/Material/backpack_strap.backpack_strap","49","14","1","1","8.299781","0","62"
"/Game/Res/Material/backpack1.backpack1","49","14","1","1","0.000000","0","62"
"/Game/Res/Material/Body.Body","49","14","1","1","0.000000","0","62"
"/Game/Res/Material/Light.Light","49","14","1","1","0.000000","0","62"
"/Game/Res/Material/Black.Black","49","14","1","1","0.000000","0","62"
"/Game/Res/Material/Glass.Glass","49","14","1","1","0.000000","0","62"
"/Game/Res/Material/Reflactor.Reflactor","49","14","1","1","0.000000","0","62"
"/Game/Res/Material/B_Orange.B_Orange","49","14","1","1","0.000000","0","62"
"/Game/Res/Material/Body_001.Body_001","49","14","1","1","0.000000","0","62"
"/Game/Res/Material/KeyHolder/Material_003.Material_003","49","14","1","1","0.000000","0","62"
"/Game/Res/Material/KeyHolder/Material_002.Material_002","49","14","1","1","0.000000","0","62"
"/Game/Res/Material/KeyHolder/Material_001.Material_001","49","14","1","1","0.000000","0","62"
"/Game/Res/Material/KeyHolder/Material_004.Material_004","49","14","1","1","0.000000","0","62"
"/Game/StorePropsCollection/StaticMeshes/WarehouseAssets/Materials/M_WarehouseAssets.M_WarehouseAssets","49","23","1","1","14.072142","0","191"
"/Game/StorePropsCollection/Materials/Wire/M_Wire.M_Wire","49","14","1","1","7.656826","0","80"
"/Game/StorePropsCollection/Materials/Plywood/M_Plywood.M_Plywood","49","35","17","1","6.885669","0","308"
"/Game/StorePropsCollection/StaticMeshes/OfficeMediumProps/Materials/M_MediumAssets.M_MediumAssets","49","23","1","1","13.381826","0","210"
"/Game/StorePropsCollection/StaticMeshes/StoreShelvings2/Materials/M_StoreShelvings_2.M_StoreShelvings_2","49","44","1","1","22.970116","0","484"
"/Game/StorePropsCollection/StaticMeshes/RestroomAssets/Materials/M_RestroomAssets_2.M_RestroomAssets_2","49","23","1","1","13.643253","0","210"
"/Game/StorePropsCollection/Materials/Mirror/M_Mirror.M_Mirror","49","14","1","1","7.873709","0","100"
"/Game/Res/Material/Material_001.Material_001","49","14","4","1","0.000000","0","100"
"/Game/StorePropsCollection/Materials/PcMonitor/M_PcMonitor.M_PcMonitor","49","4","1","1","2.082088","0","10"
